,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Present_Age_CST,Customer_Since_year,AcceptedCmp
969,Graduation,Together,44010.0,1,0,46,186.0,36.0,234,86,72,48,6,10,2,6,9,0,0,44,12,0
970,Graduation,Married,84219.0,0,0,27,434.0,81.0,400,45,137,45,1,3,4,10,1,0,0,36,10,0
971,PhD,Together,40706.0,2,1,37,59.0,0.0,11,4,2,5,4,3,0,4,7,0,0,56,11,0
972,2n Cycle,Married,15716.0,1,0,8,16.0,5.0,30,8,7,26,3,3,0,4,8,1,0,36,12,0
973,2n Cycle,Divorced,59052.0,0,1,29,230.0,35.0,75,63,57,31,3,7,1,7,5,0,0,65,11,0
974,Master,Together,80573.0,0,0,85,829.0,81.0,430,60,92,15,1,4,6,13,2,0,0,53,12,0
975,Graduation,Married,83715.0,0,0,2,318.0,8.0,407,150,35,8,1,2,8,13,0,0,0,62,10,0
976,Master,Together,82576.0,0,0,66,1206.0,55.0,445,168,18,18,1,2,4,12,1,0,0,65,12,1
977,Master,Married,56962.0,2,1,60,292.0,3.0,77,10,3,26,7,6,3,5,7,0,0,59,11,0
978,Graduation,Married,35704.0,1,1,54,30.0,9.0,12,2,11,30,3,2,0,4,4,0,0,72,10,0
979,Graduation,Together,53103.0,0,1,70,729.0,17.0,133,11,0,195,5,10,6,7,7,0,0,70,11,1
980,2n Cycle,Widow,46779.0,1,1,55,12.0,1.0,3,0,0,7,1,0,1,2,4,0,0,64,11,0
981,Graduation,Divorced,4861.0,0,0,20,2.0,1.0,1,1,0,1,0,0,0,0,14,0,0,59,10,0
982,Master,Divorced,33462.0,1,0,78,22.0,3.0,18,0,0,11,1,2,0,3,7,0,0,45,11,0
983,Graduation,Divorced,63693.0,0,1,63,587.0,43.0,337,42,87,54,3,11,6,9,6,0,0,46,11,0
984,Graduation,Married,80763.0,0,0,17,674.0,81.0,108,192,42,231,1,5,11,6,3,0,1,74,11,2
985,PhD,Married,65352.0,0,1,43,284.0,3.0,84,4,7,23,2,4,2,8,4,0,0,50,11,0
986,PhD,Married,82170.0,0,0,13,1023.0,81.0,651,49,55,37,1,5,6,7,2,0,0,46,11,0
987,Graduation,Married,75759.0,0,0,46,1225.0,22.0,708,89,91,182,1,9,7,9,5,0,1,55,11,3
988,2n Cycle,Single,79689.0,0,0,65,311.0,26.0,640,180,37,121,1,4,9,13,2,0,0,48,11,0
989,PhD,Widow,35340.0,1,1,1,27.0,0.0,12,0,1,5,2,2,0,3,5,0,0,68,10,0
990,Graduation,Divorced,85683.0,0,0,6,1225.0,17.0,311,45,69,51,1,2,4,10,1,0,1,70,10,4
991,2n Cycle,Married,24884.0,1,0,32,3.0,6.0,7,0,0,3,1,0,0,3,7,0,0,52,12,0
992,Master,Together,42021.0,1,0,34,393.0,5.0,136,7,5,27,5,10,1,6,9,0,0,43,12,1
993,Graduation,Single,64449.0,1,0,70,218.0,63.0,282,137,35,70,4,5,3,12,4,0,0,35,10,0
994,Graduation,Divorced,64587.0,1,1,49,66.0,0.0,16,0,6,20,2,1,1,4,3,0,0,70,10,0
995,Graduation,Single,34824.0,0,0,65,4.0,2.0,11,2,0,4,1,1,0,2,6,0,0,29,10,0
996,Graduation,Together,75437.0,0,0,25,795.0,0.0,545,95,58,0,1,8,4,10,6,0,0,46,11,1
997,Graduation,Together,26091.0,1,1,84,15.0,10.0,19,8,17,20,3,2,1,3,5,0,0,67,10,0
998,Graduation,Married,52845.0,1,0,7,384.0,25.0,292,130,41,64,3,8,8,6,6,0,0,51,11,1
999,Graduation,Divorced,46086.0,0,1,34,244.0,8.0,32,7,2,50,4,3,1,8,4,0,0,68,11,0
1000,PhD,Widow,78028.0,0,1,38,158.0,19.0,288,25,0,38,1,6,4,9,7,0,1,68,12,2
1001,PhD,Single,95169.0,0,0,1,1225.0,21.0,449,106,20,20,1,4,3,4,1,0,1,37,11,2
1002,2n Cycle,Married,56337.0,1,1,25,349.0,16.0,144,28,5,182,5,8,5,4,8,0,1,43,11,2
1003,Graduation,Together,22434.0,1,0,25,4.0,12.0,11,3,13,15,2,2,0,3,8,0,0,37,11,0
1004,PhD,Married,36930.0,0,1,50,223.0,2.0,31,0,2,39,5,5,2,4,8,0,0,70,11,0
1005,Graduation,Single,36130.0,0,1,46,157.0,43.0,127,68,56,37,6,3,8,4,4,0,1,70,11,1
1006,Master,Married,65569.0,0,1,96,397.0,46.0,288,20,38,70,2,6,5,10,3,0,0,71,12,0
1007,Graduation,Together,83844.0,0,0,57,901.0,31.0,345,75,31,191,1,4,4,11,1,0,0,72,11,1
1008,Graduation,Married,19514.0,1,1,47,14.0,3.0,21,2,1,28,4,3,1,2,8,0,0,56,10,1
1009,PhD,Single,36736.0,1,1,52,10.0,0.0,3,0,0,4,1,1,0,2,6,0,0,61,11,0
1010,Graduation,Together,77568.0,0,1,30,1225.0,0.0,396,232,178,158,1,10,2,8,5,0,0,45,12,3
1011,PhD,Together,49187.0,0,1,63,81.0,1.0,31,2,1,0,1,1,1,5,2,0,0,48,10,0
1012,Graduation,Single,30168.0,1,0,51,154.0,20.0,66,0,12,27,7,6,1,4,9,0,0,46,11,0
1013,Master,Together,34053.0,0,1,14,63.0,0.0,21,7,0,12,1,3,0,3,8,0,0,56,12,0
1014,Master,Married,38196.0,1,1,20,30.0,0.0,11,0,0,3,3,2,0,4,5,0,0,53,10,0
1015,Master,Married,59412.0,0,0,56,90.0,67.0,165,30,43,11,1,4,2,8,3,0,0,73,10,0
1016,2n Cycle,Married,70924.0,0,0,41,635.0,81.0,254,132,152,76,1,6,6,7,3,0,0,59,10,1
1017,Graduation,Together,54165.0,0,0,72,127.0,4.0,73,15,6,11,1,2,1,7,2,0,0,55,11,0
1018,Graduation,Married,32300.0,1,0,1,13.0,3.0,6,6,5,6,1,1,0,3,8,0,0,51,11,0
1019,Graduation,Single,20180.0,0,0,27,18.0,42.0,24,15,20,18,1,2,1,4,7,0,0,48,11,0
1020,Graduation,Married,34961.0,1,0,77,45.0,2.0,26,4,1,1,3,3,1,3,7,0,0,51,10,0
1021,PhD,Together,28440.0,1,0,87,38.0,1.0,24,0,0,0,1,2,0,3,8,0,0,50,11,0
1022,PhD,Together,64504.0,1,2,81,986.0,36.0,168,16,0,108,7,11,3,4,7,0,1,71,11,0
1023,Master,Together,33564.0,0,1,51,61.0,0.0,3,0,0,7,1,1,1,3,5,0,0,58,10,0
1024,Graduation,Married,17345.0,1,0,79,4.0,9.0,16,17,0,12,2,2,1,2,8,0,0,46,12,0
1025,PhD,Married,56320.0,0,1,11,201.0,53.0,172,116,77,83,3,5,4,9,4,0,0,57,11,0
1026,Graduation,Single,28647.0,1,0,54,19.0,8.0,29,0,12,26,1,2,2,2,7,0,1,46,11,1
1027,Basic,Single,15038.0,1,0,93,4.0,8.0,11,19,12,26,2,2,1,2,9,0,0,37,11,0
1028,PhD,Divorced,32173.0,0,1,0,18.0,0.0,2,0,0,2,1,1,0,3,4,0,0,66,11,0
1029,2n Cycle,Together,68316.0,0,1,54,806.0,80.0,161,120,11,33,5,10,7,10,6,0,0,60,12,0
1030,Graduation,Together,74538.0,0,0,21,380.0,81.0,733,110,112,28,1,8,8,5,3,0,1,53,11,1
1031,Graduation,Single,91700.0,0,0,58,576.0,81.0,961,125,115,19,1,8,6,5,3,0,1,53,11,0
1032,Graduation,Together,68695.0,0,0,3,458.0,81.0,356,106,50,40,1,4,4,7,2,0,0,55,10,0
1033,2n Cycle,Married,31056.0,1,0,99,5.0,10.0,13,3,8,16,1,1,0,3,8,0,0,47,11,0
1034,Graduation,Married,79593.0,0,0,70,350.0,60.0,568,110,133,145,1,5,6,7,2,0,0,51,10,1
1035,Graduation,Single,28071.0,0,0,65,39.0,33.0,130,41,26,44,2,5,1,5,8,0,0,44,12,0
1036,PhD,Together,37334.0,1,1,44,26.0,1.0,16,2,2,15,4,3,0,4,4,0,0,66,10,0
1037,Master,Single,46423.0,1,1,6,68.0,0.0,16,0,0,8,3,2,0,4,7,0,0,52,11,0
1038,PhD,Married,37126.0,1,0,9,45.0,3.0,9,4,4,7,1,1,2,2,6,0,1,53,10,1
1039,Graduation,Married,47703.0,0,1,95,359.0,0.0,134,13,26,123,4,6,3,8,5,0,0,71,11,0
1040,Graduation,Married,61180.0,0,1,70,403.0,24.0,29,6,24,218,2,5,5,6,3,0,0,65,10,1
1041,Graduation,Married,38998.0,1,1,92,34.0,1.0,14,0,0,5,3,2,0,3,8,1,0,70,12,0
1042,Graduation,Single,8028.0,0,0,62,73.0,18.0,66,7,12,2,15,0,1,0,19,0,0,33,12,0
1043,Graduation,Together,76081.0,0,0,85,292.0,30.0,415,63,33,200,1,4,5,4,2,0,0,62,10,1
1044,Graduation,Together,34728.0,1,0,2,14.0,0.0,16,0,0,6,1,1,1,2,6,0,1,38,11,0
1045,Master,Single,33168.0,0,1,0,80.0,1.0,37,0,1,3,3,2,1,4,7,0,0,59,12,0
1046,Master,Married,33585.0,0,1,91,30.0,11.0,33,13,6,29,1,2,0,4,4,0,0,58,11,0
1047,PhD,Married,77037.0,0,1,3,463.0,81.0,333,168,53,10,1,7,7,12,3,0,0,64,11,0
1048,Graduation,Together,35196.0,1,0,68,75.0,12.0,141,43,39,187,6,6,1,5,8,0,1,40,12,0
1049,Graduation,Married,44529.0,0,1,98,538.0,13.0,91,17,6,26,6,6,2,11,5,0,0,58,11,1
1050,2n Cycle,Married,70924.0,0,0,41,635.0,81.0,254,132,152,76,1,6,6,7,3,0,0,59,10,1
1051,PhD,Together,28764.0,1,1,16,8.0,0.0,3,0,0,1,1,1,0,2,8,0,0,58,10,1
1052,PhD,Married,69098.0,0,0,82,1225.0,22.0,780,145,0,178,1,7,8,9,5,0,0,75,11,0
1053,2n Cycle,Divorced,25959.0,1,1,1,4.0,2.0,12,7,5,26,2,1,2,2,6,0,1,54,11,0
1054,Master,Married,27100.0,1,0,64,12.0,0.0,13,2,0,10,1,1,0,3,7,0,0,41,11,0
1055,Graduation,Single,70596.0,0,0,68,347.0,44.0,534,17,0,26,1,3,5,12,2,0,0,39,12,0
1056,Graduation,Married,42557.0,0,1,98,192.0,5.0,53,0,5,15,4,6,1,4,8,0,0,50,12,0
1057,PhD,Married,53312.0,0,0,32,241.0,0.0,12,0,0,25,1,5,1,5,7,0,0,73,11,0
1058,Graduation,Single,72228.0,0,0,87,631.0,28.0,491,30,14,56,1,6,7,8,3,0,0,72,12,0
1059,Graduation,Together,67605.0,0,0,84,336.0,28.0,282,184,54,54,1,2,8,6,1,0,0,37,11,0
1060,Master,Married,62845.0,1,1,3,1099.0,0.0,45,0,0,34,11,3,4,10,8,0,0,75,12,1
1061,Graduation,Together,65196.0,0,2,34,743.0,19.0,181,12,0,200,2,7,6,11,5,0,0,66,11,1
1062,PhD,Single,42000.0,0,0,23,124.0,81.0,267,85,59,35,2,5,2,11,5,0,1,37,11,0
1063,PhD,Divorced,35860.0,1,1,37,15.0,0.0,8,4,2,20,2,1,1,2,5,0,0,51,10,1
1064,PhD,Married,65526.0,0,1,22,397.0,19.0,69,12,0,9,1,4,4,8,2,0,0,60,10,0
1065,Graduation,Married,16860.0,1,1,19,10.0,4.0,4,3,3,14,3,1,1,3,7,0,0,63,12,0
1066,Graduation,Single,83528.0,0,0,7,530.0,81.0,678,134,44,147,1,4,10,8,1,0,1,32,10,2
1067,2n Cycle,Divorced,64176.0,0,1,52,1215.0,33.0,249,64,116,149,8,8,9,8,6,0,0,59,12,0
1068,Graduation,Divorced,22304.0,0,0,91,3.0,2.0,7,0,4,2,1,1,0,2,8,0,0,68,12,0
1069,Graduation,Married,67023.0,0,0,93,444.0,44.0,382,11,8,17,1,3,7,13,2,1,0,46,10,0
1070,PhD,Together,32892.0,1,0,78,26.0,0.0,15,2,1,2,2,3,0,3,8,0,0,53,10,0
1071,Graduation,Together,70713.0,0,1,23,736.0,81.0,279,82,76,190,6,5,6,8,3,0,0,58,12,0
1072,Graduation,Together,59925.0,0,1,83,473.0,21.0,176,19,21,56,3,9,2,9,6,0,0,69,12,0
1073,Graduation,Married,39722.0,0,1,92,32.0,0.0,5,2,0,8,2,2,0,3,5,0,0,71,10,0
1074,Graduation,Together,46610.0,0,0,4,288.0,10.0,30,4,10,125,1,6,1,6,6,0,0,66,11,0
1075,Graduation,Together,88347.0,0,0,32,1050.0,81.0,555,77,138,118,1,4,7,9,1,0,0,63,11,1
1076,PhD,Married,87171.0,0,0,27,1001.0,44.0,107,58,44,44,1,6,7,11,2,0,0,43,11,2
1077,2n Cycle,Together,26907.0,1,1,10,9.0,1.0,7,0,3,2,2,1,0,3,7,0,0,48,11,0
1078,Master,Single,50014.0,1,0,9,234.0,14.0,77,19,10,42,2,4,1,8,5,0,0,56,10,0
1079,PhD,Married,41014.0,1,0,65,7.0,2.0,6,2,0,3,1,1,0,2,7,0,0,46,11,0
1080,Graduation,Single,66294.0,0,0,68,251.0,81.0,334,65,92,117,1,4,3,5,2,0,0,59,10,0
1081,Graduation,Married,36715.0,1,0,16,172.0,10.0,125,21,13,16,6,7,2,4,9,0,1,53,12,0
1082,Graduation,Married,79456.0,0,0,12,565.0,42.0,548,64,83,99,1,5,6,4,3,0,1,68,12,0
1083,Graduation,Together,40479.0,1,0,95,5.0,0.0,8,2,0,0,1,0,0,3,4,0,0,42,11,0
1084,Master,Single,75345.0,0,0,16,918.0,57.0,842,99,38,133,1,5,8,6,3,0,1,54,11,1
1085,Graduation,Married,54233.0,0,1,46,652.0,8.0,158,21,0,142,4,11,6,5,8,0,0,47,11,0
1086,Graduation,Single,24163.0,1,1,3,4.0,1.0,7,2,1,2,2,1,0,3,4,0,0,54,11,0
1087,PhD,Together,84460.0,0,0,80,152.0,27.0,103,106,54,81,0,9,9,4,5,0,1,66,11,4
1088,Graduation,Together,43776.0,1,0,77,8.0,0.0,9,2,1,3,1,1,0,2,6,0,0,41,10,0
1089,PhD,Single,71691.0,0,0,0,336.0,81.0,411,240,32,43,1,4,7,5,2,0,1,66,10,0
1090,PhD,Married,85844.0,0,0,62,938.0,19.0,843,25,95,38,1,6,6,7,2,0,0,51,10,1
1091,PhD,Single,39190.0,1,0,91,68.0,8.0,18,19,8,12,2,2,1,4,5,0,0,50,10,0
1092,Graduation,Together,71367.0,0,0,24,227.0,23.0,389,42,21,75,1,4,5,7,2,0,0,65,11,0
1093,PhD,Single,38578.0,1,1,2,38.0,4.0,22,3,3,3,3,3,0,3,8,0,0,52,11,0
1094,PhD,Married,57236.0,1,1,22,105.0,0.0,9,2,1,4,3,2,1,4,3,0,0,59,10,0
1095,Graduation,Single,61825.0,0,1,56,162.0,50.0,100,55,30,27,1,4,2,8,4,0,0,45,11,0
1096,Graduation,Divorced,79803.0,0,1,54,574.0,8.0,216,21,16,33,1,4,3,5,1,0,0,66,10,0
1097,2n Cycle,Single,80910.0,0,0,71,160.0,80.0,369,67,39,41,1,3,3,8,1,0,0,38,12,0
1098,Master,Together,27590.0,1,0,38,6.0,0.0,5,0,0,1,1,1,0,2,7,0,0,42,11,0
1099,Graduation,Married,56775.0,0,1,62,614.0,35.0,160,58,35,35,2,5,8,10,5,0,0,45,11,0
1100,Graduation,Divorced,83829.0,0,0,78,897.0,81.0,430,186,161,27,0,4,7,6,1,0,1,49,11,3
1101,2n Cycle,Married,54210.0,0,1,18,70.0,54.0,109,80,9,45,2,4,1,7,5,0,0,45,11,0
1102,Graduation,Married,38508.0,1,0,95,120.0,19.0,206,25,19,54,6,7,2,5,8,0,0,38,11,0
1103,Graduation,Together,53187.0,1,0,66,211.0,2.0,30,7,7,10,2,4,1,6,5,0,0,54,11,0
1104,Graduation,Married,30023.0,1,0,28,11.0,0.0,16,7,6,21,1,2,0,3,8,0,0,52,10,0
1105,PhD,Single,76045.0,0,0,78,760.0,53.0,400,17,93,0,1,4,5,11,2,0,0,64,11,1
1106,PhD,Married,50870.0,0,1,13,53.0,0.0,8,0,0,2,1,2,0,3,5,0,0,72,10,0
1107,2n Cycle,Married,15315.0,0,0,27,7.0,4.0,13,15,8,17,2,2,0,4,5,0,0,54,11,0
1108,2n Cycle,Married,65463.0,1,0,17,391.0,32.0,70,21,32,16,2,6,2,9,5,0,0,50,10,1
1109,Graduation,Married,66480.0,1,1,71,199.0,9.0,57,20,21,6,7,4,1,7,4,0,0,59,10,0
1110,Graduation,Divorced,76773.0,0,0,79,516.0,56.0,449,86,33,16,1,2,2,11,1,0,0,70,11,0
1111,2n Cycle,Single,81698.0,0,0,1,709.0,45.0,115,30,160,45,1,8,2,5,5,0,1,41,11,1
1112,PhD,Single,54466.0,1,1,78,12.0,0.0,4,0,0,0,1,1,0,2,5,0,0,51,10,0
1113,Master,Single,98777.0,0,0,23,1000.0,19.0,711,125,115,38,0,4,6,9,1,0,0,64,10,1
1114,PhD,Single,16269.0,1,0,75,19.0,3.0,18,3,1,0,3,3,0,3,8,0,0,40,11,0
1115,Graduation,Together,71819.0,0,1,70,1224.0,28.0,140,0,14,168,3,3,3,5,6,0,0,53,11,2
1116,PhD,Married,33569.0,1,0,10,16.0,2.0,18,3,0,24,1,1,1,2,8,0,1,41,11,1
1117,Master,Married,36262.0,0,0,24,88.0,39.0,54,64,28,153,1,3,5,3,6,0,1,41,11,1
1118,Basic,Together,22634.0,0,0,47,2.0,23.0,11,8,6,46,1,2,1,2,8,0,0,58,11,0
1119,2n Cycle,Married,47025.0,0,1,98,508.0,11.0,59,23,5,29,5,11,1,6,9,0,0,46,11,0
1120,Graduation,Single,70566.0,0,1,4,381.0,28.0,215,84,28,21,2,6,5,9,3,0,0,56,11,0
1121,PhD,Married,31605.0,1,0,15,74.0,0.0,42,2,1,6,2,2,1,4,7,0,0,45,12,0
1122,Master,Divorced,52034.0,1,1,67,146.0,0.0,93,7,13,73,5,4,2,5,7,0,0,51,11,0
1123,Graduation,Single,48526.0,1,0,32,23.0,17.0,23,43,20,9,1,2,1,4,3,0,0,45,11,0
1124,Graduation,Married,46734.0,0,1,40,110.0,5.0,137,26,23,29,2,6,1,5,7,0,0,70,12,0
1125,Graduation,Divorced,39552.0,1,1,54,165.0,3.0,147,4,24,41,7,6,2,5,8,0,1,62,12,0
1126,Graduation,Single,86358.0,1,1,78,957.0,47.0,494,82,47,95,4,5,3,6,8,0,0,58,12,0
1127,Graduation,Together,46931.0,2,1,94,41.0,0.0,17,3,1,16,2,1,1,3,3,0,0,47,10,0
1128,Basic,Single,16581.0,0,0,51,1.0,3.0,4,2,3,11,1,0,0,3,4,0,0,39,11,0
1129,2n Cycle,Divorced,63998.0,0,0,42,176.0,29.0,818,0,33,112,1,7,6,11,4,0,1,72,11,0
1130,Master,Married,67381.0,0,1,67,815.0,8.0,53,11,0,70,4,2,2,9,7,0,0,73,11,1
1131,Graduation,Single,25930.0,1,1,87,6.0,1.0,2,2,0,4,1,1,0,2,7,0,0,57,11,0
1132,Graduation,Married,42693.0,1,0,29,8.0,4.0,20,6,3,16,1,1,0,3,5,0,0,46,10,0
1133,Graduation,Together,85606.0,0,1,89,717.0,42.0,864,219,30,84,2,6,7,9,3,0,0,48,12,1
1134,Graduation,Single,72903.0,0,0,74,1067.0,81.0,750,0,19,39,1,7,5,8,4,0,1,39,11,3
1135,2n Cycle,Together,49669.0,1,0,97,166.0,5.0,107,11,8,29,2,5,1,6,6,0,0,50,10,0
1136,PhD,Married,36778.0,1,1,63,29.0,4.0,34,2,4,4,3,3,0,3,9,0,0,56,12,0
1137,PhD,Divorced,85696.0,0,0,88,714.0,76.0,395,116,0,12,1,4,6,9,1,0,1,62,11,0
1138,Master,Divorced,10979.0,0,0,34,8.0,4.0,10,2,2,4,2,3,0,3,5,0,0,35,10,0
1139,Graduation,Married,49678.0,0,1,81,229.0,5.0,56,3,2,20,2,6,2,4,7,0,0,63,11,0
1140,Master,Together,56129.0,0,1,65,320.0,48.0,133,39,72,48,4,6,2,10,4,0,0,71,11,0
1141,Graduation,Married,37155.0,1,0,51,23.0,0.0,26,7,15,3,1,2,0,4,5,0,0,35,11,0
1142,2n Cycle,Divorced,21282.0,1,0,76,1.0,5.0,8,4,8,20,2,2,1,2,6,0,0,46,10,0
1143,PhD,Single,33419.0,0,1,76,56.0,0.0,12,0,0,18,2,2,0,4,7,0,0,62,11,0
1144,Graduation,Widow,63285.0,0,0,84,508.0,81.0,249,50,38,134,1,6,5,13,3,0,0,79,11,0
1145,Master,Together,21255.0,1,0,56,29.0,0.0,25,2,2,3,4,2,1,4,4,0,0,50,10,0
1146,Graduation,Together,42162.0,1,0,31,46.0,7.0,59,2,4,27,2,3,1,3,6,0,1,43,11,1
1147,Graduation,Together,54450.0,1,1,0,454.0,0.0,171,8,19,32,12,9,2,8,8,0,0,68,12,0
1148,PhD,Married,57744.0,0,1,91,350.0,3.0,39,0,0,19,2,9,1,4,8,0,0,70,11,0
1149,Graduation,Single,26576.0,1,0,40,10.0,0.0,8,0,0,9,1,1,0,2,9,0,1,38,12,1
1150,PhD,Widow,57513.0,0,0,59,735.0,40.0,183,52,20,30,2,9,3,13,6,0,0,81,11,0
1151,Graduation,Together,68142.0,0,1,96,897.0,81.0,196,91,112,37,3,10,4,7,6,0,0,60,12,0
1152,Graduation,Married,7500.0,0,1,61,5.0,2.0,3,3,0,5,1,1,0,2,8,0,0,45,12,0
1153,Graduation,Together,83145.0,0,0,14,777.0,35.0,731,39,137,114,1,5,9,11,2,0,1,50,12,1
1154,Master,Married,54197.0,0,1,16,162.0,6.0,37,6,13,13,2,1,3,6,1,0,0,64,10,0
1155,PhD,Single,23091.0,1,1,98,35.0,0.0,11,0,0,2,4,2,1,3,7,0,0,61,10,0
1156,Graduation,Married,46049.0,1,1,11,342.0,9.0,112,19,14,19,10,5,2,9,7,0,1,48,11,0
1157,Graduation,Together,56715.0,0,0,52,258.0,81.0,239,237,172,9,1,7,3,4,4,0,0,50,12,0
1158,Graduation,Married,79410.0,0,0,19,658.0,80.0,483,123,13,13,1,3,2,5,1,0,0,63,10,0
1159,Graduation,Married,57304.0,0,1,61,356.0,80.0,329,138,17,106,2,7,6,10,5,0,0,73,11,0
1160,Graduation,Married,44375.0,0,1,73,213.0,5.0,28,7,7,41,1,4,1,6,5,0,0,59,10,0
1161,Graduation,Together,54450.0,1,1,0,454.0,0.0,171,8,19,32,12,9,2,8,8,0,0,68,12,0
1162,Graduation,Married,59594.0,0,1,74,457.0,4.0,29,0,0,9,1,8,1,7,7,0,0,59,12,1
1163,Graduation,Together,80685.0,0,0,55,241.0,45.0,604,34,26,54,1,6,4,10,2,0,0,30,12,0
1164,PhD,Married,40344.0,0,1,48,210.0,0.0,6,0,0,2,2,4,1,5,7,0,0,50,11,0
1165,Graduation,Married,62710.0,0,1,53,441.0,35.0,83,7,29,11,4,4,2,12,4,0,0,52,11,0
1166,2n Cycle,Married,48985.0,0,1,13,19.0,13.0,18,10,7,8,1,1,1,3,3,0,0,56,11,0
1167,Graduation,Together,35322.0,1,2,34,28.0,9.0,37,12,7,13,3,2,0,4,8,0,0,56,12,0
1168,Graduation,Married,77142.0,0,0,54,476.0,75.0,162,29,151,97,1,4,4,8,2,0,0,76,11,0
1169,Graduation,Single,81657.0,0,0,69,364.0,40.0,425,158,60,50,1,3,4,8,1,0,0,55,10,0
1170,Basic,Married,14421.0,0,0,81,0.0,0.0,2,3,3,8,1,1,0,2,5,0,0,28,10,1
1171,2n Cycle,Married,20130.0,0,0,99,0.0,6.0,3,7,6,12,1,1,0,3,8,0,0,50,10,0
1172,PhD,Married,74214.0,0,0,3,863.0,81.0,547,86,99,33,1,8,2,5,5,0,0,34,12,0
1173,Master,Married,66726.0,1,1,61,349.0,7.0,35,0,0,47,3,8,2,4,7,0,0,67,10,1
1174,Basic,Together,23724.0,1,0,65,5.0,23.0,15,0,18,14,2,2,0,3,8,0,0,45,11,0
1175,Master,Married,47353.0,0,1,93,184.0,2.0,19,8,8,4,3,2,2,6,5,0,0,64,11,0
1176,Master,Married,33444.0,1,1,24,8.0,0.0,8,0,0,2,1,1,0,2,8,0,0,72,12,0
1177,Graduation,Married,54386.0,0,1,8,277.0,21.0,64,62,21,25,2,3,2,10,3,0,0,43,11,0
1178,Graduation,Divorced,28510.0,1,1,72,44.0,5.0,19,0,4,19,3,2,0,4,5,0,0,43,11,0
1179,Master,Single,90638.0,0,0,29,1156.0,81.0,915,94,144,96,1,3,4,10,1,0,0,33,10,1
1180,Graduation,Together,48070.0,0,1,33,373.0,14.0,83,6,9,19,3,8,2,6,7,1,0,74,11,0
1181,Graduation,Married,43140.0,0,1,68,134.0,8.0,76,6,0,11,1,4,1,5,6,0,0,67,11,0
1182,PhD,Divorced,54959.0,0,1,55,1148.0,0.0,60,0,0,24,3,9,5,4,7,0,1,63,11,1
1183,Basic,Single,15056.0,1,1,76,6.0,12.0,3,21,6,40,5,2,2,3,5,0,0,66,11,0
1184,Graduation,Single,26954.0,1,0,17,4.0,1.0,11,0,0,1,1,1,0,2,7,0,0,53,10,0
1185,Graduation,Single,22327.0,1,0,94,5.0,4.0,8,2,0,5,1,1,0,3,5,0,0,39,11,0
1186,Graduation,Married,44393.0,1,1,86,24.0,2.0,20,2,2,10,2,1,0,4,4,0,0,59,11,0
1187,PhD,Single,62000.0,0,1,25,899.0,0.0,101,0,0,20,1,6,6,13,4,0,0,72,11,1
1188,PhD,Together,31497.0,0,1,22,108.0,1.0,28,13,1,4,2,3,1,4,8,0,0,62,12,0
1189,2n Cycle,Married,45894.0,0,2,15,27.0,2.0,7,0,2,13,1,1,0,3,5,0,0,50,10,0
1190,Master,Divorced,78579.0,0,0,35,816.0,66.0,549,216,66,99,1,5,6,4,3,0,1,54,12,0
1191,Master,Widow,67369.0,0,1,81,1225.0,0.0,70,37,14,42,4,7,4,10,4,0,1,55,12,2
1192,Graduation,Divorced,58401.0,0,1,55,10.0,0.0,11,17,29,29,1,1,2,2,4,0,0,64,10,0
1193,Graduation,Single,62307.0,0,1,94,87.0,13.0,34,10,6,10,1,4,0,4,5,0,0,72,10,0
1194,Master,Married,43641.0,1,1,50,57.0,2.0,51,4,2,23,3,2,1,4,6,0,0,55,11,0
1195,Master,Divorced,63841.0,0,1,64,635.0,15.0,100,20,7,131,1,9,3,9,6,0,0,56,11,0
1196,2n Cycle,Married,46891.0,0,1,91,43.0,12.0,23,29,15,61,1,2,1,4,4,0,0,59,11,0
1197,Master,Married,70091.0,1,0,11,964.0,34.0,137,15,0,11,2,5,2,10,8,0,0,55,11,1
1198,PhD,Married,78075.0,0,0,72,572.0,8.0,259,34,35,80,1,3,5,5,1,0,0,52,10,0
1199,2n Cycle,Widow,59184.0,0,1,6,341.0,81.0,113,259,151,66,3,6,6,12,5,0,0,63,12,0
1200,Graduation,Married,54809.0,1,1,0,63.0,6.0,57,13,13,22,4,2,1,5,4,0,0,47,11,0
1201,Graduation,Married,58113.0,0,1,66,221.0,81.0,169,102,78,84,3,9,2,8,7,1,0,65,11,0
1202,Master,Married,51412.0,0,1,42,140.0,3.0,29,4,5,14,2,3,2,4,4,0,0,66,11,0
1203,Graduation,Divorced,15287.0,1,0,60,1.0,2.0,8,4,3,13,2,1,1,2,7,0,1,45,12,1
1204,Master,Together,66636.0,0,0,64,291.0,10.0,689,84,10,0,1,3,4,9,1,0,0,67,11,0
1205,Master,Married,50965.0,0,1,87,544.0,13.0,85,8,6,29,3,10,4,5,8,0,0,68,11,1
1206,PhD,Married,84618.0,0,0,96,684.0,81.0,801,21,66,0,1,6,9,10,2,0,0,59,11,1
1207,Graduation,Married,18351.0,0,0,1,1.0,12.0,9,0,14,7,1,2,0,3,7,0,0,34,11,0
