Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Present_Age_CST,Customer_Since_year,AcceptedCmp
Graduation,Divorced,79865.0,0,1,12,71.0,81.0,278,185,121,38,1,5,10,5,1,0,0,70,10,0
PhD,Divorced,72968.0,0,0,8,1092.0,37.0,592,145,37,55,1,5,5,8,3,0,1,61,11,1
Graduation,Together,78394.0,0,0,13,298.0,27.0,697,216,24,166,1,4,6,5,2,0,1,38,11,0
PhD,Single,55521.0,1,2,11,416.0,0.0,26,0,0,4,9,6,3,6,7,0,1,69,11,1
Master,Single,36143.0,1,0,33,12.0,0.0,1,0,0,6,1,0,1,2,3,0,0,43,10,0
Master,Together,40442.0,1,1,52,45.0,12.0,52,25,22,13,4,3,1,4,7,0,1,72,12,0
Graduation,Married,61223.0,0,1,46,709.0,43.0,182,42,118,247,2,9,3,4,5,0,0,57,11,0
Graduation,Married,87195.0,0,0,35,217.0,76.0,690,50,26,38,1,3,11,5,1,0,1,65,10,0
PhD,Together,77845.0,0,0,40,760.0,40.0,480,0,40,26,1,3,5,12,1,0,0,35,10,2
Graduation,Married,76445.0,1,0,2,739.0,81.0,309,140,80,35,1,2,5,13,6,0,0,53,12,0
Graduation,Married,93404.0,1,2,97,1225.0,15.0,287,20,0,15,3,3,4,7,5,0,0,70,11,2
Basic,Single,25707.0,1,0,18,1.0,6.0,2,3,6,3,1,1,0,3,7,0,0,40,10,0
Graduation,Single,61823.0,0,1,26,523.0,7.0,134,37,14,169,4,8,2,10,7,0,0,72,11,0
Graduation,Together,60894.0,0,1,61,606.0,7.0,155,10,0,54,5,10,3,8,7,0,0,58,11,0
2n Cycle,Married,82347.0,0,0,38,556.0,54.0,845,202,133,63,1,7,7,10,3,0,0,67,12,2
Master,Together,36634.0,0,1,0,213.0,9.0,76,4,3,30,3,5,2,5,7,0,0,70,11,0
Master,Together,73450.0,0,0,85,1142.0,51.0,415,90,69,37,1,7,8,11,3,0,0,42,11,2
PhD,Married,30732.0,1,0,44,155.0,1.0,25,0,1,3,4,4,1,4,8,0,0,44,11,0
Graduation,Married,59809.0,0,2,36,598.0,16.0,141,32,41,49,3,3,3,6,8,0,0,48,12,0
Graduation,Together,43776.0,1,0,77,8.0,0.0,9,2,1,3,1,1,0,2,6,0,0,41,10,0
Graduation,Single,63810.0,0,1,45,977.0,12.0,253,16,12,101,4,4,3,12,8,0,0,58,12,1
PhD,Divorced,58086.0,0,1,80,708.0,7.0,62,0,0,15,2,11,3,7,8,0,0,55,11,0
2n Cycle,Divorced,21282.0,1,0,76,1.0,5.0,8,4,8,20,2,2,1,2,6,0,0,46,10,0
Master,Together,41275.0,1,2,33,24.0,4.0,22,0,2,9,4,3,1,3,5,0,0,64,10,0
Graduation,Together,48186.0,1,0,39,97.0,3.0,66,12,7,34,3,4,1,4,7,0,0,50,10,0
Master,Divorced,23748.0,1,0,97,6.0,6.0,29,12,15,8,3,2,1,3,8,0,0,56,12,0
Graduation,Divorced,83829.0,0,0,78,897.0,81.0,430,186,161,27,0,4,7,6,1,0,1,49,11,3
Graduation,Married,44359.0,1,1,19,20.0,0.0,14,7,3,1,3,2,0,4,3,0,0,46,10,0
2n Cycle,Married,37284.0,1,1,46,11.0,1.0,2,2,1,6,1,0,0,3,6,0,0,49,11,0
PhD,Together,5648.0,1,1,68,28.0,0.0,6,1,1,13,1,1,0,0,20,0,0,74,10,1
PhD,Married,55707.0,0,1,91,208.0,7.0,82,30,66,35,2,3,2,9,3,0,0,71,11,0
PhD,Together,66375.0,0,1,96,712.0,0.0,45,0,0,191,3,2,4,5,7,0,0,76,11,1
PhD,Single,30899.0,1,0,35,24.0,0.0,8,0,0,1,2,1,0,3,6,0,0,50,12,0
Graduation,Divorced,36627.0,2,0,78,9.0,1.0,5,0,0,1,1,0,0,3,5,0,0,49,11,0
PhD,Divorced,83664.0,1,1,57,866.0,21.0,151,28,21,86,3,2,2,12,5,0,0,56,11,0
Graduation,Married,71855.0,0,1,59,548.0,31.0,422,0,112,28,4,5,5,11,3,0,0,47,11,0
Graduation,Together,47889.0,1,0,94,29.0,0.0,29,0,5,4,1,2,0,3,5,0,0,50,10,0
Graduation,Together,83033.0,1,0,82,812.0,81.0,431,237,149,33,1,11,4,10,5,0,0,38,10,1
PhD,Together,51518.0,0,1,92,350.0,8.0,66,17,4,4,2,3,2,10,3,0,0,66,11,0
Master,Together,88420.0,0,0,87,957.0,81.0,612,99,95,153,1,4,7,8,1,0,0,35,10,3
Graduation,Married,60597.0,0,1,2,522.0,0.0,257,32,16,66,4,2,2,8,7,0,1,60,10,1
PhD,Married,77766.0,0,1,97,1004.0,59.0,265,115,59,27,2,11,10,11,6,0,1,57,11,1
PhD,Widow,33438.0,1,1,81,62.0,1.0,16,3,2,6,4,2,1,4,5,0,0,66,11,0
Graduation,Married,77142.0,0,0,54,476.0,75.0,162,29,151,97,1,4,4,8,2,0,0,76,11,0
Graduation,Married,59041.0,1,1,25,69.0,2.0,15,2,2,6,2,2,0,4,5,0,0,51,10,0
Master,Together,48330.0,0,1,2,28.0,0.0,4,0,0,0,1,1,0,3,5,0,0,63,11,0
Graduation,Together,62882.0,0,1,26,509.0,81.0,497,78,24,97,2,7,5,6,4,0,0,55,12,0
Graduation,Married,80011.0,0,1,3,421.0,76.0,536,82,178,102,2,8,6,5,4,0,0,44,11,0
Graduation,Together,53172.0,0,1,54,121.0,62.0,90,68,20,125,3,2,3,8,3,0,0,46,11,0
PhD,Together,53593.0,1,1,60,349.0,4.0,78,6,0,43,8,7,2,6,8,0,0,71,12,0
Master,Single,22944.0,1,0,67,19.0,3.0,19,4,5,26,3,3,0,3,7,0,0,43,11,0
Graduation,Married,58113.0,0,1,66,221.0,81.0,169,102,78,84,3,9,2,8,7,1,0,65,11,0
Graduation,Single,39660.0,1,0,36,139.0,13.0,78,20,13,36,3,7,1,3,9,0,1,42,12,0
PhD,Single,26518.0,1,1,33,20.0,1.0,28,3,3,2,3,2,0,3,8,0,1,75,11,0
Master,Together,58656.0,0,1,25,962.0,12.0,194,16,24,12,4,7,8,13,6,0,0,68,12,1
Graduation,Married,49413.0,0,1,88,205.0,7.0,41,3,2,46,2,4,2,5,5,0,0,72,11,0
2n Cycle,Together,50523.0,1,1,89,51.0,4.0,24,4,7,1,2,2,0,4,6,0,0,64,11,0
Master,Together,21255.0,1,0,56,29.0,0.0,25,2,2,3,4,2,1,4,4,0,0,50,10,0
Graduation,Single,91700.0,0,0,58,576.0,81.0,961,125,115,19,1,8,6,5,3,0,1,53,11,0
Master,Single,29548.0,1,0,52,7.0,1.0,6,3,1,11,1,1,1,2,4,0,0,54,11,1
Basic,Single,21063.0,1,0,34,1.0,10.0,11,19,3,15,2,2,0,3,6,0,0,37,11,0
2n Cycle,Divorced,31163.0,1,0,54,2.0,3.0,10,11,2,10,1,1,0,3,6,0,0,51,10,0
Graduation,Divorced,69932.0,0,1,97,412.0,81.0,153,150,105,57,2,7,6,11,4,0,0,60,11,0
PhD,Married,68462.0,0,0,6,561.0,64.0,785,84,128,48,1,3,3,8,1,0,0,55,12,0
Graduation,Married,33471.0,1,0,47,43.0,2.0,27,0,9,12,3,3,0,4,7,0,0,51,12,0
Graduation,Married,30467.0,1,0,8,1.0,3.0,8,2,5,5,1,1,0,2,7,0,0,52,10,0
Graduation,Married,72025.0,0,0,46,967.0,0.0,617,43,50,0,1,4,8,13,2,0,1,75,10,3
Graduation,Married,69139.0,0,1,23,86.0,12.0,75,33,15,6,1,4,1,5,4,0,0,59,10,0
Graduation,Single,28071.0,0,0,65,39.0,33.0,130,41,26,44,2,5,1,5,8,0,0,44,12,0
Graduation,Married,84219.0,0,0,27,434.0,81.0,400,45,137,45,1,3,4,10,1,0,0,36,10,0
PhD,Divorced,26642.0,1,0,71,13.0,2.0,15,2,2,8,2,2,0,3,6,0,0,57,10,0
Graduation,Married,25293.0,1,0,51,15.0,0.0,11,0,2,9,1,1,1,2,8,0,0,55,11,0
Graduation,Widow,58275.0,1,1,48,189.0,10.0,253,56,43,64,6,8,2,7,7,0,0,69,11,0
PhD,Married,73356.0,0,0,56,1050.0,14.0,322,0,14,112,1,5,11,5,2,0,1,40,10,3
Graduation,Together,44392.0,1,1,71,87.0,5.0,71,7,12,29,5,4,1,4,7,0,0,50,11,0
2n Cycle,Together,82326.0,0,0,30,938.0,81.0,754,159,81,183,1,5,10,6,2,0,1,47,10,3
Master,Single,6560.0,0,0,2,67.0,11.0,26,4,3,262,0,1,0,1,17,0,0,42,11,0
Graduation,Widow,34213.0,1,1,2,50.0,4.0,28,6,3,26,3,3,1,2,9,0,1,61,12,0
Master,Together,22669.0,1,0,30,16.0,14.0,36,37,22,48,3,4,1,2,9,0,1,49,11,0
Graduation,Married,28164.0,1,0,23,3.0,18.0,26,11,8,12,3,2,0,4,7,0,0,54,11,0
Master,Married,28072.0,1,0,10,30.0,0.0,10,2,0,5,1,1,0,3,7,0,0,38,11,0
Basic,Married,34445.0,0,0,92,228.0,81.0,122,208,129,30,6,11,2,8,9,0,0,43,11,0
PhD,Married,77766.0,0,1,97,1004.0,59.0,265,115,59,27,2,11,10,11,6,0,1,57,11,1
Master,Divorced,81380.0,0,0,51,741.0,68.0,689,224,68,103,1,4,2,10,2,0,0,57,12,0
Graduation,Married,51381.5,1,1,82,71.0,1.0,16,0,0,9,4,2,1,3,8,0,0,53,11,0
Master,Together,55249.0,0,1,81,97.0,1.0,19,2,0,11,1,2,1,4,3,0,0,68,10,0
PhD,Together,82072.0,0,0,67,889.0,55.0,685,168,92,129,1,3,2,13,1,0,0,54,11,0
Graduation,Together,56046.0,0,0,9,577.0,0.0,64,0,0,51,2,10,1,8,8,0,1,59,11,1
PhD,Married,74214.0,0,0,3,863.0,81.0,547,86,99,33,1,8,2,5,5,0,0,34,12,0
PhD,Together,91820.0,0,0,72,410.0,73.0,747,76,161,30,0,5,5,12,1,0,0,38,11,0
Master,Together,74881.0,1,1,48,505.0,72.0,270,36,27,54,4,9,2,12,5,0,0,63,11,0
Master,Single,59247.0,0,2,87,327.0,9.0,122,19,14,83,5,5,2,9,6,0,0,62,11,0
PhD,Together,69702.0,0,1,8,664.0,9.0,240,50,19,57,2,7,7,10,4,0,0,73,11,0
Graduation,Single,27938.0,1,0,31,13.0,0.0,8,2,1,5,1,1,0,4,3,0,0,36,10,0
Graduation,Married,51381.5,0,1,96,231.0,65.0,196,38,71,124,1,6,5,7,4,0,0,61,11,0
Master,Together,56129.0,0,1,65,320.0,48.0,133,39,72,48,4,6,2,10,4,0,0,71,11,0
Basic,Married,25443.0,1,0,82,1.0,4.0,3,8,9,7,1,1,0,3,8,0,0,35,12,0
Graduation,Single,74293.0,0,0,66,375.0,81.0,335,93,91,81,1,5,4,6,2,0,0,31,10,0
Graduation,Married,22419.0,0,0,74,30.0,3.0,47,19,21,42,1,3,2,2,8,0,0,61,11,0
Graduation,Married,92533.0,0,0,84,693.0,21.0,118,110,147,42,1,6,5,11,2,0,0,39,11,2
PhD,Single,37929.0,0,0,49,202.0,2.0,46,3,2,10,2,4,2,5,7,0,1,39,11,2
2n Cycle,Together,53083.0,1,1,65,215.0,7.0,33,3,0,13,6,5,1,5,7,0,0,66,11,1
Graduation,Married,56721.0,1,1,64,157.0,6.0,39,6,13,75,5,4,1,5,6,0,0,52,12,0
Master,Together,50943.0,0,1,49,31.0,0.0,7,2,0,6,1,1,0,3,5,0,0,68,11,0
2n Cycle,Single,80617.0,0,0,42,594.0,51.0,631,72,55,32,1,4,6,8,2,0,0,29,12,0
Graduation,Divorced,84835.0,0,0,0,189.0,81.0,379,111,189,218,1,4,4,6,1,0,1,54,10,0
Master,Together,43795.0,0,1,11,314.0,11.0,53,4,3,107,3,7,3,4,7,0,1,56,11,1
Graduation,Married,17345.0,1,0,79,4.0,9.0,16,17,0,12,2,2,1,2,8,0,0,46,12,0
Graduation,Married,20895.0,1,0,24,18.0,3.0,17,3,0,4,1,2,0,3,9,0,0,51,12,0
PhD,Divorced,48948.0,0,0,53,437.0,8.0,206,160,49,42,2,7,10,5,6,0,1,81,11,1
PhD,Widow,80995.0,0,1,83,860.0,28.0,409,73,56,56,1,8,9,4,4,0,0,66,11,0
Basic,Single,26487.0,1,0,23,2.0,8.0,10,12,14,23,3,2,1,3,5,0,0,46,11,0
Graduation,Married,62503.0,0,1,40,478.0,0.0,193,110,75,117,4,8,3,11,5,0,0,68,11,0
Graduation,Single,37070.0,1,1,30,231.0,7.0,137,4,15,39,9,5,1,8,7,0,1,58,11,0
Graduation,Together,78416.0,0,1,99,453.0,38.0,279,188,38,183,2,7,7,10,3,0,0,48,10,0
Graduation,Married,83512.0,0,0,31,1060.0,61.0,835,80,20,101,1,4,7,10,1,0,1,38,10,4
Graduation,Married,67445.0,0,1,63,757.0,80.0,217,29,80,11,5,9,6,12,6,0,0,50,12,0
Graduation,Married,50447.0,2,0,4,85.0,7.0,24,2,3,27,1,3,1,3,6,0,0,54,10,0
Graduation,Married,65148.0,0,1,9,460.0,35.0,422,33,12,153,2,6,6,7,4,0,0,66,12,0
Graduation,Single,26576.0,1,0,40,10.0,0.0,8,0,0,9,1,1,0,2,9,0,1,38,12,1
Graduation,Widow,42429.0,0,1,99,55.0,0.0,6,2,0,4,2,1,1,3,5,0,0,51,10,0
Graduation,Married,67445.0,0,1,63,757.0,80.0,217,29,80,11,5,9,6,12,6,0,0,50,12,0
Graduation,Together,58398.0,0,0,44,299.0,5.0,201,21,21,49,3,5,4,8,4,0,0,71,11,0
PhD,Married,51381.5,2,1,4,230.0,42.0,192,49,37,53,12,7,2,8,9,0,0,67,12,0
Graduation,Divorced,62551.0,0,0,27,125.0,16.0,98,134,21,27,1,6,7,4,3,0,0,71,11,1
Master,Married,50965.0,0,1,87,544.0,13.0,85,8,6,29,3,10,4,5,8,0,0,68,11,1
Graduation,Together,80812.0,0,0,95,769.0,22.0,500,210,143,33,1,4,8,5,2,0,0,71,11,3
Graduation,Together,157146.0,0,0,13,1.0,0.0,1725,2,1,1,0,0,28,0,1,0,0,47,11,0
Master,Single,36927.0,1,1,46,51.0,0.0,16,0,0,4,2,3,0,3,8,0,0,69,10,0
Graduation,Married,42523.0,0,0,96,14.0,36.0,11,3,26,35,1,1,1,4,2,0,0,60,10,0
PhD,Single,38578.0,1,1,2,38.0,4.0,22,3,3,3,3,3,0,3,8,0,0,52,11,0
PhD,Single,23091.0,1,1,98,35.0,0.0,11,0,0,2,4,2,1,3,7,0,0,61,10,0
Basic,Married,18393.0,1,0,2,7.0,10.0,13,16,0,4,2,3,0,3,8,0,0,50,10,0
PhD,Married,36732.0,1,1,71,21.0,5.0,3,10,1,7,3,1,1,4,2,0,0,65,11,0
PhD,Together,76542.0,0,0,91,794.0,73.0,573,0,29,14,1,4,8,10,2,0,0,68,11,0
PhD,Together,39665.0,1,0,97,127.0,1.0,56,0,1,31,3,4,2,3,7,0,0,43,11,1
Graduation,Married,65275.0,0,0,9,388.0,14.0,218,91,14,21,1,4,3,13,2,0,0,80,11,0
PhD,Single,50729.0,1,1,62,239.0,13.0,143,45,4,52,9,6,2,7,6,0,0,66,11,0
Graduation,Divorced,55686.0,0,1,27,673.0,0.0,199,37,47,26,2,6,3,5,4,0,0,58,11,1
Graduation,Single,27242.0,1,0,2,3.0,17.0,26,20,1,39,2,2,0,3,9,0,1,54,12,0
Graduation,Together,83003.0,0,0,18,856.0,61.0,570,40,25,122,1,7,6,8,3,0,1,59,11,1
Graduation,Together,27943.0,1,1,89,12.0,1.0,16,4,1,3,3,2,0,3,8,0,0,57,11,0
PhD,Together,31497.0,0,1,22,108.0,1.0,28,13,1,4,2,3,1,4,8,0,0,62,12,0
Graduation,Married,38360.0,1,0,26,36.0,2.0,42,20,21,10,2,2,1,4,3,0,0,35,11,0
Graduation,Together,31928.0,1,0,5,33.0,4.0,24,4,2,5,2,3,0,4,7,0,0,35,10,0
PhD,Together,33629.0,1,1,49,132.0,0.0,16,0,0,4,5,3,1,4,9,0,0,61,12,0
PhD,Together,51717.0,0,1,55,98.0,1.0,17,0,1,5,1,3,0,4,7,0,0,59,11,1
Graduation,Single,46524.0,0,1,70,31.0,19.0,35,26,14,52,2,1,1,5,3,0,0,63,11,0
PhD,Married,51563.0,0,0,60,1166.0,0.0,48,0,0,36,1,4,4,10,8,0,0,37,12,2
PhD,Married,70643.0,0,0,66,1218.0,81.0,304,23,143,33,1,5,8,4,6,0,1,40,12,0
Graduation,Together,26091.0,1,1,84,15.0,10.0,19,8,17,20,3,2,1,3,5,0,0,67,10,0
Graduation,Married,17688.0,1,0,82,2.0,2.0,1,3,1,2,1,1,0,2,8,1,0,45,11,0
Master,Married,70091.0,1,0,11,964.0,34.0,137,15,0,11,2,5,2,10,8,0,0,55,11,1
Graduation,Married,65819.0,0,0,99,267.0,38.0,701,149,165,63,1,5,4,10,3,0,0,46,12,0
Graduation,Married,74716.0,0,1,92,133.0,27.0,421,13,195,71,2,7,3,5,4,0,0,52,11,0
Graduation,Together,41154.0,0,1,98,44.0,2.0,11,2,3,7,1,1,0,4,5,0,0,46,11,0
PhD,Widow,52278.0,0,1,24,953.0,0.0,71,0,0,174,6,10,5,10,8,0,1,61,11,0
Graduation,Divorced,46310.0,1,0,99,185.0,2.0,88,15,5,14,2,6,1,5,8,0,0,48,12,0
PhD,Single,42767.0,2,0,53,20.0,6.0,43,19,5,38,1,3,1,2,8,0,0,53,11,0
2n Cycle,Single,80910.0,0,0,71,160.0,80.0,369,67,39,41,1,3,3,8,1,0,0,38,12,0
Graduation,Together,68695.0,0,0,3,458.0,81.0,356,106,50,40,1,4,4,7,2,0,0,55,10,0
Master,Married,61794.0,0,1,74,264.0,47.0,188,54,47,11,2,4,4,10,2,0,0,63,11,0
PhD,Together,83443.0,0,0,89,518.0,42.0,742,55,56,84,1,6,10,5,2,0,0,52,11,0
2n Cycle,Together,26490.0,0,0,92,45.0,47.0,52,21,20,25,2,3,1,5,6,0,0,66,12,0
PhD,Married,62745.0,0,1,89,562.0,21.0,464,28,10,32,3,7,8,11,5,0,0,59,11,0
Graduation,Married,66373.0,1,1,57,328.0,9.0,124,12,24,109,7,4,2,10,3,0,0,46,11,0
Graduation,Single,26816.0,0,0,50,5.0,1.0,6,3,4,3,1,0,0,3,4,0,0,38,12,0
Graduation,Single,24206.0,1,0,66,7.0,2.0,8,3,2,3,1,1,0,3,6,0,0,54,11,0
Graduation,Married,46049.0,1,1,11,342.0,9.0,112,19,14,19,10,5,2,9,7,0,1,48,11,0
Graduation,Single,23478.0,0,0,51,28.0,6.0,27,12,17,39,1,3,0,3,8,0,0,59,11,0
PhD,Together,63342.0,0,1,48,918.0,21.0,118,13,10,21,3,8,3,5,6,0,1,63,12,1
Graduation,Single,94472.0,0,1,75,1017.0,33.0,417,108,100,16,1,5,5,5,5,0,0,66,10,2
Graduation,Single,75127.0,0,0,92,203.0,35.0,305,46,17,227,1,2,11,5,1,0,0,72,10,0
Graduation,Together,36317.0,0,1,53,87.0,3.0,25,3,2,13,2,3,0,4,7,0,0,59,11,0
Graduation,Married,16860.0,1,1,19,10.0,4.0,4,3,3,14,3,1,1,3,7,0,0,63,12,0
Graduation,Single,38557.0,1,0,17,76.0,3.0,31,4,4,27,2,3,1,3,7,0,0,46,12,0
Graduation,Married,31158.0,1,0,62,25.0,6.0,16,20,0,5,2,2,0,3,8,0,0,39,11,0
Graduation,Single,47691.0,0,1,43,14.0,0.0,3,0,0,4,1,1,0,2,6,0,0,45,11,0
Graduation,Together,35322.0,1,2,34,28.0,9.0,37,12,7,13,3,2,0,4,8,0,0,56,12,0
Basic,Together,23724.0,1,0,65,5.0,23.0,15,0,18,14,2,2,0,3,8,0,0,45,11,0
Graduation,Married,34968.0,1,0,11,158.0,6.0,45,8,2,2,7,3,2,5,7,0,0,44,11,0
2n Cycle,Together,46772.0,0,1,88,350.0,81.0,189,197,151,57,6,11,8,5,8,0,0,49,12,1
Graduation,Together,87679.0,0,0,62,1225.0,81.0,815,97,148,33,1,7,11,10,4,0,1,36,11,3
Graduation,Married,31814.0,1,0,73,35.0,3.0,20,4,1,20,2,2,0,3,9,0,0,51,11,1
Graduation,Divorced,68274.0,1,1,83,135.0,25.0,51,23,25,46,2,4,2,5,3,0,0,45,11,0
Graduation,Together,35196.0,1,0,68,75.0,12.0,141,43,39,187,6,6,1,5,8,0,1,40,12,0
PhD,Widow,25358.0,0,1,57,19.0,0.0,5,0,0,8,2,1,0,3,6,0,0,77,11,0
PhD,Married,156924.0,0,0,85,2.0,1.0,2,1,1,1,0,0,0,0,0,0,0,75,11,0
PhD,Together,85431.0,0,0,54,376.0,53.0,462,168,53,53,1,2,7,7,0,0,0,72,11,0
PhD,Single,86857.0,0,0,96,899.0,81.0,838,133,102,40,1,5,6,10,2,0,1,52,12,0
PhD,Single,68352.0,0,1,47,614.0,16.0,132,43,33,33,3,8,5,9,6,0,0,50,11,0
Graduation,Married,37085.0,1,1,65,39.0,1.0,16,2,0,3,4,3,0,3,8,0,0,49,10,0
PhD,Divorced,50616.0,0,1,56,128.0,0.0,16,0,1,4,2,4,0,4,7,0,0,56,10,0
Graduation,Single,49166.0,0,1,17,224.0,2.0,25,7,0,110,2,5,3,3,6,0,0,50,11,0
Graduation,Married,61482.0,0,0,39,48.0,58.0,68,16,66,43,1,3,2,6,2,0,0,59,10,0
Master,Married,67087.0,0,1,40,329.0,35.0,222,130,35,43,2,7,5,8,4,0,0,71,11,0
Graduation,Divorced,89694.0,1,1,22,1126.0,28.0,211,37,28,42,3,4,3,4,5,0,0,51,11,3
Graduation,Together,25851.0,1,0,45,9.0,4.0,18,7,5,5,2,2,0,3,7,0,0,46,11,0
Graduation,Married,65991.0,0,1,21,507.0,19.0,364,25,47,9,3,9,5,10,7,0,0,48,12,0
Master,Together,43776.0,1,1,9,177.0,2.0,71,3,2,20,6,5,2,4,8,0,1,72,11,0
Graduation,Divorced,40246.0,1,0,68,2.0,1.0,6,2,1,1,1,1,0,2,6,0,0,47,12,0
Graduation,Married,40059.0,1,0,82,110.0,29.0,92,28,10,145,1,6,2,3,8,0,0,40,11,1
2n Cycle,Married,20130.0,0,0,99,0.0,6.0,3,7,6,12,1,1,0,3,8,0,0,50,10,0
PhD,Together,68682.0,0,0,56,919.0,0.0,505,99,30,45,1,4,9,10,2,0,0,33,11,0
Graduation,Married,79823.0,0,1,6,835.0,73.0,380,114,73,43,1,6,9,7,2,0,0,65,10,1
PhD,Married,83837.0,0,0,79,847.0,66.0,119,86,89,111,1,9,10,5,4,0,1,76,12,2
Graduation,Single,8028.0,0,0,62,73.0,18.0,66,7,12,2,15,0,1,0,19,0,0,33,12,0
Graduation,Together,71322.0,0,1,31,121.0,24.0,124,24,15,42,1,4,1,7,2,0,0,48,10,0
Graduation,Single,60230.0,0,1,78,520.0,20.0,367,39,81,40,2,6,3,6,5,0,0,68,11,0
Graduation,Single,54252.0,1,1,25,178.0,4.0,26,8,4,44,5,4,1,5,6,0,0,68,11,0
2n Cycle,Divorced,11448.0,0,0,16,0.0,0.0,0,6,2,6,1,1,0,2,6,0,0,49,11,0
Master,Together,17459.0,1,0,12,6.0,4.0,16,3,10,30,3,3,1,2,7,0,1,49,11,0
Graduation,Together,66653.0,1,1,18,452.0,18.0,102,16,18,6,4,4,2,12,3,0,0,49,12,0
PhD,Together,34043.0,1,0,97,20.0,2.0,14,3,0,10,1,2,0,2,9,0,0,46,11,0
Graduation,Together,21675.0,1,0,55,4.0,0.0,16,17,4,4,3,4,0,3,7,0,0,48,10,0
Master,Married,80739.0,0,0,92,674.0,81.0,736,39,0,92,1,3,11,9,1,0,0,66,11,0
2n Cycle,Single,52195.0,2,1,2,12.0,0.0,4,0,0,1,1,1,0,2,8,0,0,46,10,0
PhD,Single,69867.0,0,0,30,196.0,0.0,512,33,130,54,1,3,5,8,1,0,1,38,11,1
Graduation,Widow,66033.0,0,1,76,293.0,35.0,179,46,59,65,2,8,3,7,7,0,0,67,11,0
PhD,Together,38887.0,1,0,17,25.0,1.0,13,0,0,3,1,1,0,3,7,0,0,52,10,0
PhD,Married,67353.0,0,1,37,702.0,17.0,151,0,8,35,5,5,6,12,2,0,0,54,11,0
PhD,Married,70116.0,0,0,73,707.0,44.0,603,95,58,29,1,2,8,12,1,0,0,52,11,0
Graduation,Widow,58330.0,0,1,87,445.0,53.0,213,104,98,151,1,6,4,13,4,0,0,49,11,0
Graduation,Married,24434.0,2,0,9,3.0,2.0,8,20,0,17,2,2,1,2,7,0,0,52,10,0
PhD,Married,51012.0,0,0,86,102.0,9.0,63,2,9,24,1,4,1,4,6,0,0,78,11,0
Master,Married,56962.0,2,1,60,292.0,3.0,77,10,3,26,7,6,3,5,7,0,0,59,11,0
Graduation,Married,38998.0,1,1,92,34.0,1.0,14,0,0,5,3,2,0,3,8,1,0,70,12,0
Graduation,Single,64849.0,0,0,42,652.0,48.0,350,94,84,108,1,9,3,6,5,0,1,67,12,0
Basic,Married,17487.0,1,0,37,0.0,0.0,1,7,4,6,1,1,0,2,7,0,0,35,11,0
PhD,Together,66973.0,0,0,98,466.0,22.0,432,147,113,102,1,8,7,12,3,0,0,35,11,0
PhD,Single,74637.0,0,0,73,960.0,64.0,464,146,0,16,1,6,9,9,3,0,0,70,11,1
2n Cycle,Single,89572.0,0,0,44,606.0,24.0,974,197,194,64,1,7,7,9,4,0,1,58,12,2
Graduation,Together,51315.0,0,0,45,68.0,28.0,39,16,30,41,1,2,2,5,2,0,0,76,10,0
Graduation,Married,26751.0,2,0,26,1.0,1.0,5,0,3,1,1,1,0,2,8,0,0,50,10,0
2n Cycle,Married,35523.0,1,0,8,11.0,5.0,22,12,5,11,2,3,0,3,7,0,0,43,11,0
Graduation,Widow,40590.0,1,1,30,154.0,0.0,50,6,11,37,5,3,4,3,6,0,0,55,11,1
Graduation,Single,40887.0,1,1,32,50.0,4.0,44,10,10,43,3,3,1,3,9,0,1,72,11,0
Master,Married,56962.0,2,1,60,292.0,3.0,77,10,3,26,7,6,3,5,7,0,0,59,11,0
Graduation,Divorced,22263.0,1,1,31,17.0,0.0,2,0,0,2,2,1,0,3,6,1,0,73,10,0
PhD,Married,51039.0,1,1,11,100.0,64.0,79,65,0,109,2,6,2,4,7,0,0,55,12,0
PhD,Married,66465.0,0,1,1,1200.0,0.0,204,38,29,14,3,11,9,12,6,0,0,69,11,1
Master,Together,27590.0,1,0,38,6.0,0.0,5,0,0,1,1,1,0,2,7,0,0,42,11,0
Graduation,Married,55759.0,0,1,84,675.0,0.0,85,10,7,77,5,10,3,8,8,0,0,62,12,0
PhD,Widow,56551.0,1,1,48,67.0,4.0,32,17,2,16,3,2,1,4,4,0,0,74,10,0
Graduation,Single,3502.0,1,0,56,2.0,1.0,1,0,0,1,0,0,0,0,14,0,0,51,11,0
2n Cycle,Divorced,78353.0,0,1,51,752.0,81.0,476,39,153,34,1,10,2,11,8,0,0,65,11,0
Graduation,Together,41580.0,1,1,15,56.0,5.0,24,4,0,3,3,2,1,3,5,0,0,46,12,0
Master,Single,35791.0,2,1,94,27.0,0.0,5,0,0,3,2,1,0,3,8,0,0,59,11,0
PhD,Married,43974.0,1,0,19,378.0,0.0,101,0,0,72,5,6,4,6,7,0,0,44,12,0
Graduation,Together,80134.0,0,0,11,966.0,26.0,282,52,26,26,1,2,7,11,5,0,0,30,10,4
2n Cycle,Married,82347.0,0,0,38,556.0,54.0,845,202,133,63,1,7,7,10,3,0,1,67,12,2
PhD,Married,54549.0,0,1,8,216.0,2.0,6,0,0,9,2,5,1,4,7,0,0,72,10,0
